,Unnamed: 0,match,time,slot,text,target
101,1011,45,1219.20227,8,dont forget report lycan and sf,0.0
102,1013,45,1233.86537,8,next game can come to yours team,0.0
103,1040,48,1101.45449,1,mana shield lvl 1,0.0
104,1048,48,2277.95399,5,why so hot headed,0.0
105,1051,48,2312.53849,5,just by looking at your set you are pro dude,0.0
106,1054,48,2465.29219,7,wever is so sacred,0.0
107,1076,51,-26.42688,6,who afk,0.0
108,1082,51,682.66664,1,000000000-5   NICE FEDD,0.0
109,1086,51,939.97044,1,THIS SK OFF,0.0
110,1087,51,946.83544,6,this ES,0.0
111,1088,51,953.10064,1,NICE FEDDDD,0.0
112,1089,51,978.82764,1,SACRED RELIC SPECTRE  TY  SK,0.0
113,1093,51,1025.88284,1,fED FED FED SK ,0.0
114,1094,51,1052.87624,1,fED FED ,0.0
115,1096,51,1560.71894,5,turn off ur map hacks,0.0
116,1115,51,2762.98904,4,REPORT TORO,0.0
117,1119,51,2769.61164,2,commend team,0.0
118,1140,52,2955.16338,3,21 death,0.0
119,1141,52,2961.25088,3,is it olympic games?,0.0
120,1150,54,1542.75663,3,wait a lit pl,0.0
121,1163,55,1580.31413,1,ff pls,0.0
122,1171,56,-20.16175,3,EWND TI,0.0
123,1172,56,140.06578,6,WHAT THE ACTUAL FUCK,1.0
124,1232,63,1122.42596,9,guys wtf is up,0.0
125,1234,63,1122.42596,8,china fire wall ?,0.0
126,1257,65,255.87088,7,really?,0.0
127,1260,65,1425.71855,7,why me =.=,0.0
128,1261,65,1435.91605,0,report sf pleae,0.0
129,1266,65,1452.37865,0,report sf pleeaes,0.0
130,1272,65,1520.86195,7,that bug,0.0
131,1274,65,1533.92545,0,please report sf ,0.0
132,1289,66,999.68928,6,ff pls ,0.0
133,1301,66,1299.01618,7,bombit,0.0
134,1307,66,1315.41218,7,CHMO,0.0
135,1328,69,2288.3256,5,commend ty,0.0
136,1331,69,2304.6478,4,i will commend u sniper if u commend me too,0.0
137,1335,69,2388.1321,8,has gem walked intio bomb ,0.0
138,1336,69,2421.7133,7,why run,0.0
139,1339,70,518.87333,4,team,0.0
140,1342,70,584.79057,4,feed,0.0
141,1368,71,-79.0807,2,alright alright,0.0
142,1375,71,1172.2138,2,so whats ur new year resolutioin,0.0
143,1382,71,1722.9511,7,now he rolls,0.0
144,1385,71,1954.2389,9,wombo combo,0.0
145,1390,71,2065.9862,7,FUCK THIS PANGO,2.0
146,1395,71,2103.9823,7,LOOK AT HIM,0.0
147,1399,71,2129.0678,0,comback is real,0.0
148,1402,71,2158.4679,7,I WOULD HAVE KILL HIM,0.0
149,1437,73,-91.29272,2,report wk,0.0
150,1452,75,1463.50932,3,NOOB team,2.0
151,1457,75,1604.40822,5,not coming back,0.0
152,1476,76,137.36648,4,apparently,0.0
153,1478,76,999.95583,4,the white snow,0.0
154,1480,76,1406.32323,5,and then,0.0
155,1481,76,1412.65503,1,my team,0.0
156,1482,76,1416.32083,5,right,0.0
157,1487,76,1971.42663,4,right after,0.0
158,1490,76,1989.28753,4,exactly,0.0
159,1491,76,2839.95183,7,fucking axe retard cunt,2.0
160,1507,79,-56.25293,4,happy new year,0.0
161,1511,79,1855.4047,7,lag the fuck up,2.0
162,1521,81,1700.37842,4,worth?,0.0
163,1533,82,1493.39916,5,dat lich 2 kd ratio,0.0
164,1539,82,1506.91186,2,then i ded,0.0
165,1543,82,1518.15016,5,called storm spirit m9,0.0
166,1545,82,1528.71956,2,knife in csgo,0.0
167,1546,82,1533.06756,2,im csgo player,0.0
168,1559,82,1714.31836,5,Support my ass senpai,2.0
169,1560,82,1718.33206,5,Ima out to fuck,2.0
170,1562,82,1798.60556,5,2 carries to take down a fukkin support,2.0
171,1567,82,1828.84176,5,who u tellin to chill nibba,2.0
172,1568,82,1834.46096,5,miss me with that gay shit,2.0
173,1573,82,2023.60526,5,but was all,0.0
174,1577,82,2086.21856,7,WHO IS BEING A MEME,0.0
175,1581,82,2112.84256,4,ur a fucking cunt,2.0
176,1584,82,2120.20096,5,called out,0.0
177,1586,82,2128.83036,5,How tragic,0.0
178,1594,82,2162.07686,5,and I am a support,0.0
179,1598,82,2180.00456,4,by 1?,0.0
180,1632,83,-56.28626,7,little fairplay rusians shit,2.0
181,1633,83,-55.21985,6,well if you remuse it will be uncount map,0.0
182,1637,83,-23.89418,8,fuck mothers,2.0
183,1644,83,139.23266,6,??? lol now pause,0.0
184,1650,83,139.23266,6,this trash russian,2.0
185,1653,83,140.33239,6,why not pause at first ???,0.0
186,1659,83,141.16552,6,Worst country of the world,2.0
187,1662,83,141.16552,6,hey dog russians,2.0
188,1663,83,141.16552,6,cant win without cheating ?,0.0
189,1664,83,141.16552,7,this is west server,0.0
190,1665,83,141.16552,7,y have rusan and east,0.0
191,1666,83,142.49852,2,We from Makedonia? ,0.0
192,1667,83,146.43092,6,russian has their own server,0.0
193,1672,83,254.40457,6,trash russian,2.0
194,1675,83,279.59842,6,Bark sth plz,0.0
195,1679,83,295.99442,0,hey rat,0.0
196,1680,83,297.92727,6,is that dog knows only barking ?,2.0
197,1681,83,306.72512,0,what does the rat say?,0.0
198,1682,83,306.92508,6,Did you mother fuck a dog to born you,2.0
199,1684,83,313.32352,6,russian tradition ?,0.0
200,1685,83,317.25589,6,fuck dog to born ?,2.0
201,1686,83,328.91972,6,why all russian are so dirty player,0.0
202,1687,83,342.18312,6,your country shame on you,2.0
203,1693,83,404.83452,6,that Russian dog,2.0
204,1694,83,434.36062,6,sad this dog ,2.0
205,1698,83,480.01612,6,a dog cant bark and no brain,2.0
206,1700,83,650.54116,6,Hey BARKKKKKKK,2.0
207,1705,83,915.74312,6,Dont kill the dog,2.0
208,1706,83,924.87412,6,go fuck yourself xD bye bye dog,2.0
209,1725,87,155.29543,7,cant play,0.0
210,1727,87,615.6164,5,fuck the game,2.0
211,1728,87,697.7963,6,fuck this shit nap team,2.0
212,1745,90,2215.4811,5,aw you got a silver edge for me,0.0
213,1748,90,2636.9167,1,od apesta chancho,0.0
214,1791,91,663.47132,3,reported Viper please,0.0
215,1857,94,1574.94873,3,worth itÉ,0.0
216,1864,94,2375.39083,1,space created ,0.0
217,1865,94,2379.67213,1,creeps outplaying you,0.0
218,1886,97,265.16861,7,no cour no wards jungle lc,0.0
219,1890,97,276.76576,7,kepp presure and win it fast,0.0
220,1893,97,290.09586,8,the fan on low priority,0.0
221,1921,99,1265.13583,6,iyot is real,2.0
222,1964,100,2441.00198,7,slaid shou ,0.0
223,1992,100,2546.86258,9,its took 3 year,0.0
224,2013,102,-82.87977,1,"Dota 2, where a 45 minute game takes 90 minutes",0.0
225,2016,102,-59.7854,7,that's why they have a turbo now,0.0
226,2017,102,-49.48791,1,"25 min of queue, 20 minutes of disconnects, and 45 minutes of game",0.0
227,2023,102,-28.22644,7,if he abondoned this game wont count,0.0
228,2024,102,-20.89489,8,"lets not forget 30 min of being called noob in russian, korean, and spanish",0.0
229,2029,102,989.52503,7,why,0.0
230,2030,102,1075.97063,7,fuck this game,2.0
231,2031,102,1075.97063,4,oh now you want to pause? ;),0.0
232,2034,102,1075.97063,0,she didn't wait for enigma,0.0
233,2040,102,1594.84393,7,EZ TEAM,0.0
234,2046,102,2047.88663,7,team reported and afk ,0.0
235,2056,102,2650.94093,8,"DOTA where everyone is a cunt, regtardless of team",2.0
236,2058,102,2779.27793,6,DONT FORGET TO REPORT NAGA,0.0
237,2061,103,155.96196,4,o,0.0
238,2065,103,163.82666,4,o,0.0
239,2138,107,922.54137,5,small id also pro like that,0.0
240,2139,107,949.13487,5,i will show u the real sven,0.0
241,2141,107,1200.14027,5,dun use small id to lie other ppl,0.0
242,2151,107,1248.26187,0,she so hot,0.0
243,2158,107,1423.28577,8,its not scored,0.0
244,2168,107,1601.77557,7,its fat,0.0
245,2177,108,779.9429,9,she is dead anyway,0.0
246,2178,108,779.9429,9,lets stop when she is reviving,0.0
247,2194,109,3186.95548,7,Thank u for the laugh Lads,0.0
248,2195,109,3189.89878,7,Commend Troll,0.0
249,2196,109,3192.37398,7,For being a troll,0.0
250,2198,109,3197.39098,7,Merry Christmas,0.0
251,2200,109,3214.71678,7,He's autistic,2.0
252,2218,111,1832.13853,8,"new meta es, blink for wat",0.0
253,2219,111,2021.41653,8,"we sure lose, but we never give up, we will def till the end",0.0
254,2222,111,2156.77763,8,"lol es, blink for wat",0.0
255,2233,112,616.64945,6,AHDFJOPFDAP]HAFD,0.0
256,2235,112,617.31596,6,ASDHPJOAHFDJOP][,0.0
257,2239,112,1185.5772,4,rofl,0.0
258,2243,112,1197.241,8,know how to zone the lane,0.0
259,2244,112,1210.5044,4,u dont know how to play,0.0
260,2252,112,1546.8223,1,which killed me,0.0
261,2285,112,2077.9576,6,HOW THIS AM,0.0
262,2300,113,2249.43655,9,check this,0.0
263,2304,113,2273.05035,9,cry bitch,2.0
264,2305,113,2274.12065,2,how top play,0.0
265,2310,114,2734.36527,1,recomend pliz,0.0
266,2313,115,403.9014,6,these bashes,0.0
267,2317,115,605.58547,8,whining in chat,0.0
268,2318,115,605.7854,5,holy shit,2.0
269,2321,115,619.1155,5,these guys,0.0
270,2338,115,1047.6442,8,Whats wrong?,0.0
271,2353,115,1830.3988,8,This WK ;),0.0
272,2357,115,1872.7429,6,their 2 stack was perfect aparently,0.0
273,2359,115,1881.5061,6,pro tier plays,0.0
274,2360,115,1884.3826,6,from the offlane,0.0
275,2361,115,1935.2893,9,boring ass game,0.0
276,2363,115,1953.4846,8,ez mid and top,0.0
277,2446,118,12.26366,6,what a player,0.0
278,2454,118,1629.8353,1,i missed the hill,0.0
279,2456,118,1854.125,3,rof,0.0
280,2477,120,-65.41737,3,IDI NAXYU,0.0
281,2478,120,-64.21766,3,CHERT,0.0
282,2526,121,-80.45853,1,gotta love to see ur underlord now,0.0
283,2533,121,-52.25391,4,idk what teals talking abou,0.0
284,2534,121,-49.52125,7,let the faggot be happy with his imba hero counter,2.0
285,2535,121,-49.18799,4,what the fuck,1.0
286,2540,121,206.74955,4,did u play earlier,0.0
287,2543,121,319.78861,7,u actually that fucking bad ursa?,1.0
288,2544,121,321.45485,7,or feed?,0.0
289,2548,121,509.60892,7,do you realize u wont win this game?,0.0
290,2555,121,555.66435,9,u know that?,0.0
291,2557,121,559.53005,7,how to change aggro :D,0.0
292,2559,121,672.76905,4,what the fuck,1.0
293,2561,121,695.89675,4,what a world we live in,0.0
294,2562,121,696.23001,1,nice one,0.0
295,2564,121,699.16265,1,instead of moving,0.0
296,2566,121,704.36135,4,MAN URSA IS SUCH A TALKER,0.0
297,2570,121,830.26395,1,5 death,0.0
298,2578,121,1144.78715,9,TELL SOMEYHING,0.0
299,2579,121,1148.38625,9,HOW YOUR ROSH,0.0
300,2580,121,1154.65145,7,hows your mom ursa?,2.0
301,2582,121,1159.18365,1,shes fine,0.0
302,2583,121,1160.58325,1,how's ur,0.0
303,2585,121,1171.58055,9,how you feel to loosing second game,0.0
304,2587,121,1173.18025,7,she just told me about your baby sized dick,2.0
305,2591,121,1195.37475,7,she is not 18 yet,0.0
306,2602,121,1487.47015,7,if something,0.0
307,2604,121,1489.00305,7,that is sad,0.0
308,2614,121,1505.59905,9,for teammates,0.0
309,2617,121,1509.53145,1,u cant win,0.0
310,2618,121,1522.86145,1,they really think,0.0
311,2619,121,1527.26045,1,puck can do anything,0.0
312,2620,121,1529.72645,1,with his eul's,0.0
313,2629,121,1669.89225,1,so its ok if u feed,0.0
314,2636,121,2302.46985,1,winter,0.0
315,2647,121,2350.46675,1,thats it,0.0
316,2648,121,2352.33975,9,you are shit,2.0
317,2652,121,2360.83545,1,this pa,0.0
318,2653,121,2361.03605,9,cant win game,0.0
319,2655,121,2364.91595,9,from free farm,0.0
320,2660,121,2371.40465,9,now u pick counter vs me,0.0
321,2664,121,2383.71325,1,u started man,0.0
322,2666,121,2385.58645,1,this pa,0.0
323,2667,121,2386.38905,9,whatever,0.0
324,2670,121,2406.52435,9,whatever,0.0
325,2671,121,2408.06285,9,be happy,0.0
326,2672,121,2412.67865,9,dota is all your life,0.0
327,2673,121,2415.22065,9,you fucking nerd,2.0
328,2677,121,2441.24255,1,to win mmr,0.0
329,2678,121,2443.24945,1,and feels bad,0.0
330,2680,121,2450.07265,9,whatyever,0.0
331,2685,121,2457.23045,1,ofc ez,0.0
332,2686,121,2460.10685,1,u countered me,0.0
333,2689,123,-35.49132,1,viper whats ur base dm,0.0
334,2695,123,788.24088,1,1 by 1,0.0
335,2715,124,-73.04883,1,"any suggest, best porn site?",2.0
336,2719,124,-60.052,2,child porn or what ?,2.0
337,2727,124,-27.32666,7,or do you want gay porn,2.0
338,2745,124,2492.32807,4,mind topo?,0.0
339,2760,127,59.98534,1,dont first blood me,0.0
340,2761,127,68.6499,1,aim other party memeber lel,0.0
341,2769,127,1705.7262,0,gg sry about ur lan internet,0.0
342,2792,129,1457.36553,0,can u give me bracer back plz,0.0
343,2795,129,1568.87163,8,but my teammates wont to kill u((9(,0.0
344,2800,130,1216.63624,8,thx for boot,0.0
345,2804,130,1870.73694,2,farming lord AM,0.0
346,2822,131,2108.8632,0,report alche plz,0.0
347,2831,131,2278.2402,2,report alche,0.0
348,2833,131,2284.3275,3,REPORT ALCHE,0.0
349,2837,131,2312.7912,0,report alche plz,0.0
350,2873,133,1403.49067,0,who?,0.0
351,2874,133,1426.95157,5,you know you have a guy at 16-0 ?,0.0
352,2875,133,1431.88367,5,withh 600 avg gpm,0.0
353,2876,133,1468.07487,2,what boost lol,0.0
354,2879,134,247.10634,9,wow i got a kill while 2v1,0.0
355,2880,134,251.90518,9,must chat all now,0.0
356,2887,134,840.02824,9,chat all,0.0
357,2890,134,853.82484,9,music to my ears,0.0
358,2894,134,3696.68474,9,never chat all at early kids,0.0
359,3001,139,2172.8915,6,GG was fun,0.0
360,3010,140,1679.28998,8,acc buyer,0.0
361,3021,140,2698.25848,2,CARRY U,0.0
362,3056,141,2356.9722,9,put that wards,0.0
363,3191,145,1781.13503,5,fuck this team,2.0
364,3193,145,1792.26563,1,you guys were winning early game,0.0
365,3202,146,9.59764,9,at a price of fb,0.0
366,3214,146,1743.20764,5,scared of one fat guy?,0.0
367,3226,146,2200.31714,8,you fookin clown magnus,2.0
368,3232,147,228.61086,9,YOU SUCK ME COCKY,2.0
369,3236,147,456.5219,0,dickhead,2.0
370,3239,147,513.8412,8,how are you so high mmr???,0.0
371,3247,147,1634.6009,7,ancient btw haHAA,0.0
372,3250,147,1790.1563,8,fiend bad btw haHAA,0.0
373,3251,147,2338.5242,7,base?,0.0
374,3252,147,2363.7434,8,you guys know that you need creeps to hit buildings?,0.0
375,3256,148,718.95778,1,fedeare chato,0.0
376,3261,148,1125.72508,9,techies matanme ,0.0
377,3274,148,2018.83148,5,rompan con fe,0.0
378,3277,148,2119.84218,9,please,0.0
379,3281,148,2245.47008,9,please,0.0
380,3302,149,640.61027,0,REPORT MID,0.0
381,3305,149,935.87147,0,REPORT ,0.0
382,3322,149,1691.34407,0,REPORT MID,0.0
383,3342,149,2070.70287,4,only that,0.0
384,3350,149,2100.40407,4,please,0.0
385,3358,149,2143.21657,0,TU SALIR ,0.0
386,3372,149,2279.28007,7,SPEC IN THE BAG!,0.0
387,3376,150,1300.91568,4,techies go kill yourself,0.0
388,3380,150,1595.17718,5,please i begging you ,0.0
389,3385,150,1857.89498,0,techies makes the game boring,0.0
390,3386,150,1860.83828,0,For everyone but one.,0.0
391,3440,152,1128.1245,8,and?,0.0
392,3453,153,323.82093,0,where the fuck is snow,1.0
393,3456,153,1042.77873,6,rotated 2 players top,0.0
394,3457,153,1045.57803,6,and u got to b,0.0
395,3464,153,1068.23913,1,Nah just other route,0.0
396,3469,153,1085.23503,0,almost pooped myself xD,0.0
397,3470,153,1087.90103,0,when u burned mana,0.0
398,3475,153,1387.79443,8,sf is account buyer ;x,0.0
399,3476,153,1388.32763,6,i never seen some1 lose mid that hard with sf,0.0
400,3478,153,1389.72733,1,Why did you leave Jugger all by himself?,0.0
401,3483,153,1401.92433,3,was a pleasure 1v4 mid though,0.0
402,3486,153,1409.05593,3,worked out well,0.0
403,3491,153,1424.98543,6,when we lost top tower sf was lvl 7,0.0
404,3502,155,243.70718,9,oh right,0.0
405,3503,155,248.10611,9,true sight is 100 longer,0.0
406,3544,159,43.82262,4,why,0.0
407,3550,160,753.31604,9,sto)p cheat ulty 0 dmg ss stop cheat,0.0
408,3552,160,772.64464,4,switch off my cheats,0.0
409,3556,160,1609.17374,8,playing with noob,2.0
410,3557,160,1612.63954,9,0reaction team 0 def team 0 info team pls ff enmys,0.0
411,3569,160,1823.53174,9,only cheat,0.0
412,3571,160,1856.24324,8,finish fast,0.0
413,3574,160,1889.89114,9,stop cheat trool,0.0
414,3577,160,1892.53344,9,ss to,0.0
415,3599,163,-84.34608,2,calling emergency personnel,0.0
416,3600,163,-58.61902,2,shadow fiend,0.0
417,3601,163,-56.15296,2,i will burn you alive,2.0
418,3603,163,-49.15468,4,finger you to death,2.0
419,3604,163,-43.28943,2,yes with my ultimate fingering skill,2.0
420,3607,163,2040.18852,8,i did not see u finger me to death even once?,0.0
421,3609,163,2054.57082,2,"sorry, was fingering your mum",2.0
422,3639,165,286.90442,2,what,0.0
423,3641,165,293.36951,2,its only turbo,0.0
424,3642,165,304.23352,7,IDC!,0.0
425,3645,165,403.37601,7,UR HANDSOME WITH THAT ?,0.0
426,3646,165,409.17459,2,why are you so pissed,0.0
427,3652,165,461.62844,7,FIGHT HIM HAHA,0.0
428,3656,165,574.13434,7,PROEST TA EVER,0.0
429,3657,165,588.39749,2,"i'm really not, sry man",0.0
430,3660,165,603.59378,7,FUCK UR REFRACT LOL,1.0
431,3663,165,646.98319,8,pro they,0.0
432,3670,165,1203.64724,7,IM PASSIVBE EHHE,0.0
433,3671,165,1210.04564,2,he has gone mad,0.0
434,3680,166,-5.7679,2,please dont kill me,0.0
435,3681,166,-5.7679,2,im kinda learning here,0.0
436,3683,166,0.03334,3,script for what?,0.0
437,3684,166,23.30498,3,there are scripts for enigma?,0.0
438,3688,166,1449.12641,6,nice cheat,0.0
439,3693,166,1546.23601,2,get a hobby or smthing,0.0
440,3717,168,908.5115,4,4 bot,0.0
441,3718,168,918.709,2,"damn, now they know there are 4 of them bot",0.0
442,3719,168,1054.3426,8,he survived ,0.0
443,3722,168,1254.627,5,what kind of vision is this ,0.0
444,3724,168,1993.0847,2,they didn't wait,0.0
445,3725,168,2001.5803,2,"how rude, right",0.0
446,3732,169,331.919,0,miss click,0.0
447,3735,169,518.6734,0,ty pudge,0.0
448,3736,169,523.80545,9,4what,0.0
449,3759,169,807.2029,2,reported,0.0
450,3764,169,828.6643,0,suck my dick idito,2.0
451,3765,169,832.4634,0,dont follow me,0.0
452,3790,170,1864.4103,4,inviz can win the game ;],0.0
453,3796,172,1072.3048,4,please,0.0
454,3813,173,736.45347,8,El rubick hase nice hock's,0.0
455,3830,173,2474.13267,7,ff plis,0.0
456,3833,173,2545.50917,7,TA plis,0.0
457,3843,174,1264.35794,8,WATCH this liion,0.0
458,3855,174,1638.26664,0,you guys 3 top ...but did not any use,0.0
459,3856,174,1643.19874,7,they whine cuz i bought midas,0.0
460,3857,174,1649.66384,8,man shut up already,0.0
461,3858,174,1651.73624,8,and push,0.0
462,3859,174,1651.80314,7,"well, were we able to do shit?",1.0
463,3882,177,1429.151,5,COMEND PLZ,0.0
464,3891,177,1897.7287,2,and bot,0.0
465,3895,177,1905.5553,5,AND JUNGLE,0.0
466,3896,177,1909.5021,2,we lost all lanes,0.0
467,3897,177,1910.6393,6,and roshan,0.0
468,3910,178,862.35607,3,hhe,0.0
469,3914,178,1581.21387,4,please wait,0.0
470,3919,178,1775.84437,1,first pick,0.0
471,3922,178,1839.52797,0,why am solo on top..:9,0.0
472,3939,179,1602.84197,5,wtf is with taht serwer,0.0
473,3953,180,367.37698,5,not at all,0.0
474,3954,180,387.97198,5,at some way ill be stuck ,0.0
475,3955,180,398.30278,1,its best for you to leave,0.0
476,3968,181,1338.87306,8,REPORT !?? !TY,0.0
477,3969,181,1494.03516,8,so reproterd TINY,0.0
478,3970,181,1983.58366,3,raport this shit OMNI,2.0
479,3976,181,2456.86246,8,PLZ ALL REPORT TINY SO HE RESPECT THE RANK MATCH !! TY,0.0
480,3993,183,295.49454,2,is only game,0.0
481,3996,183,376.94131,2,you guys literally have a tri top,0.0
482,4000,183,407.00064,2,learn to not overextend in solo lane,0.0
483,4001,183,412.33268,0,they speak taco,0.0
484,4002,183,415.93178,0,They cant understand you,0.0
485,4007,183,536.43568,5,please,0.0
486,4009,183,538.96841,2,why,0.0
487,4010,183,540.50138,0,reporting lc got it,0.0
488,4015,183,548.09952,2,with 2,0.0
489,4016,183,549.36588,2,already,0.0
490,4017,183,552.83168,2,you dumb and blind?,1.0
491,4019,183,557.69718,4,i mean he isnt grossly incandescent,0.0
492,4020,183,565.22868,4,but that's hardly his fault,0.0
493,4021,183,595.62124,2,"its pretty dumb you're complaining, you're literally doing the worst on your team and holding them back LC",1.0
494,4025,183,670.20303,2,:C,0.0
495,4033,183,700.86221,5,0 in bot,0.0
496,4035,183,718.59118,0,you said zero in the first statement,0.0
497,4043,183,903.04618,2,LOL 0 SUNSTRIKES SHIT INVO,2.0
498,4047,183,917.44268,9,Can you guys report lc please,0.0
499,4049,183,925.50738,2,YOU GUYS MUST BE SO THANKFUL TO HAVE THIS AMAZING LC ON YOUR TEAM,0.0
500,4050,183,929.70628,9,thx bru,0.0
501,4052,183,940.57038,5,Reprot lc? haha,0.0
502,4053,183,950.10138,9,First time playing offlane,0.0
503,4062,183,1198.57398,0,Get on your own servers retard,0.0
504,4064,183,1255.82668,0,at least im doing better than LC ¯\_(ツ)_/¯,0.0
505,4065,183,1267.82378,2,not a difficult task,0.0
506,4077,183,1398.65848,0,REPORT LC,0.0
507,4079,183,1402.25758,1,We are,0.0
508,4082,183,1407.18968,0,ARCANA TO EVERYONE THAT DOES,0.0
509,4085,183,1415.98758,4,remember when legion died 7 times bot and then just kept dying?,0.0
510,4088,183,1420.45318,3,I want me some arcana,0.0
511,4090,183,1434.38308,0,sorry pa im not that rich,0.0
512,4092,183,1439.91508,0,but fuck LC,2.0
513,4095,183,1535.75828,3,gg sorry about lc,0.0
514,4096,183,1538.15778,5,gg this shit ,2.0
515,4112,184,2818.67137,2,please,0.0
516,4124,185,-3.99902,2,strictly bussiness,0.0
517,4138,185,-2.16614,0,w8 2 more sex,1.0
518,4141,185,296.6276,6,fireworks?,0.0
